query	q0	docid	score	rank	model
20	0	s_2072_229_0	0.9823669195175171	1	distilbert-base-uncased-emotion
20	0	s_92_157_1	0.9812206029891968	2	distilbert-base-uncased-emotion
20	0	s_1514_996_76	0.9805508852005005	3	distilbert-base-uncased-emotion
20	0	s_2065_1045_78	0.9805508852005005	4	distilbert-base-uncased-emotion
20	0	s_1783_530_0	0.9738036394119263	5	distilbert-base-uncased-emotion
20	0	s_2694_330_29	0.9730933904647827	6	distilbert-base-uncased-emotion
20	0	s_731_964_0	0.9696219563484192	7	distilbert-base-uncased-emotion
20	0	s_2317_22_0	0.967257022857666	8	distilbert-base-uncased-emotion
20	0	s_739_4_1	0.9661701917648315	9	distilbert-base-uncased-emotion
20	0	s_629_982_0	0.9650049805641174	10	distilbert-base-uncased-emotion
20	0	s_749_343_2	0.9648234844207764	11	distilbert-base-uncased-emotion
20	0	s_2076_686_0	0.9641968011856079	12	distilbert-base-uncased-emotion
20	0	s_1551_121_4	0.9641766548156738	13	distilbert-base-uncased-emotion
20	0	s_2085_1708_0	0.9638350605964661	14	distilbert-base-uncased-emotion
20	0	s_1150_1689_2	0.9632569551467896	15	distilbert-base-uncased-emotion
20	0	s_597_528_8	0.9630920886993408	16	distilbert-base-uncased-emotion
20	0	s_2488_76_28	0.961307168006897	17	distilbert-base-uncased-emotion
20	0	s_767_690_0	0.9610831141471863	18	distilbert-base-uncased-emotion
20	0	s_2618_251_0	0.9610182046890259	19	distilbert-base-uncased-emotion
20	0	s_690_559_1	0.9604817628860474	20	distilbert-base-uncased-emotion
20	0	s_73_1221_0	0.960474967956543	21	distilbert-base-uncased-emotion
20	0	s_2015_23_1	0.9604486227035522	22	distilbert-base-uncased-emotion
20	0	s_2628_20_1	0.960199236869812	23	distilbert-base-uncased-emotion
20	0	s_1740_6_118	0.9600135087966919	24	distilbert-base-uncased-emotion
20	0	s_220_13_4	0.9597063064575195	25	distilbert-base-uncased-emotion
20	0	s_2434_581_2	0.9594355225563049	26	distilbert-base-uncased-emotion
20	0	s_3061_57_0	0.9594059586524963	27	distilbert-base-uncased-emotion
20	0	s_316_658_2	0.9593576192855835	28	distilbert-base-uncased-emotion
20	0	s_2462_45_0	0.9592951536178589	29	distilbert-base-uncased-emotion
20	0	s_2220_1329_0	0.9592174291610718	30	distilbert-base-uncased-emotion
20	0	s_2484_547_5	0.9591867327690125	31	distilbert-base-uncased-emotion
20	0	s_2458_73_0	0.959017276763916	32	distilbert-base-uncased-emotion
20	0	s_1620_792_1	0.9588621258735657	33	distilbert-base-uncased-emotion
20	0	s_2606_302_0	0.9587917923927307	34	distilbert-base-uncased-emotion
20	0	s_1469_751_4	0.958549976348877	35	distilbert-base-uncased-emotion
20	0	s_2415_1024_5	0.9582862854003906	36	distilbert-base-uncased-emotion
20	0	s_2776_385_2	0.9582690000534058	37	distilbert-base-uncased-emotion
20	0	s_2858_143_3	0.9581950306892395	38	distilbert-base-uncased-emotion
20	0	s_2449_126_1	0.9580752849578857	39	distilbert-base-uncased-emotion
20	0	s_2284_1302_1	0.9579932689666748	40	distilbert-base-uncased-emotion
