query	q0	docid	score	rank	model
21	0	s_3028_530_0	0.9518858194351196	1	distilbert-base-uncased-emotion
21	0	s_1599_19_2	0.9512100219726562	2	distilbert-base-uncased-emotion
21	0	s_2748_461_3	0.9474542737007141	3	distilbert-base-uncased-emotion
21	0	s_1404_105_33	0.9470877051353455	4	distilbert-base-uncased-emotion
21	0	s_797_1328_1	0.9458375573158264	5	distilbert-base-uncased-emotion
21	0	s_2559_717_0	0.9444002509117126	6	distilbert-base-uncased-emotion
21	0	s_2415_1040_3	0.9403944611549377	7	distilbert-base-uncased-emotion
21	0	s_2183_149_8	0.940372109413147	8	distilbert-base-uncased-emotion
21	0	s_1977_37_0	0.9397338628768921	9	distilbert-base-uncased-emotion
21	0	s_929_4_9	0.9381098747253418	10	distilbert-base-uncased-emotion
21	0	s_2727_218_1	0.937410831451416	11	distilbert-base-uncased-emotion
21	0	s_614_1412_12	0.9373141527175903	12	distilbert-base-uncased-emotion
21	0	s_3067_116_1	0.9370258450508118	13	distilbert-base-uncased-emotion
21	0	s_258_546_4	0.9369653463363647	14	distilbert-base-uncased-emotion
21	0	s_1269_0_5	0.9360697865486145	15	distilbert-base-uncased-emotion
21	0	s_3002_178_0	0.9355101585388184	16	distilbert-base-uncased-emotion
21	0	s_3066_976_1	0.9354914426803589	17	distilbert-base-uncased-emotion
21	0	s_2359_553_0	0.9342186450958252	18	distilbert-base-uncased-emotion
21	0	s_2201_1079_0	0.9327710866928101	19	distilbert-base-uncased-emotion
21	0	s_2044_1167_0	0.9323205947875977	20	distilbert-base-uncased-emotion
21	0	s_1581_717_2	0.9320735335350037	21	distilbert-base-uncased-emotion
21	0	s_2143_29_0	0.931860625743866	22	distilbert-base-uncased-emotion
21	0	s_1265_449_5	0.9316468834877014	23	distilbert-base-uncased-emotion
21	0	s_727_1085_1	0.930629551410675	24	distilbert-base-uncased-emotion
21	0	s_1289_488_0	0.9298301935195923	25	distilbert-base-uncased-emotion
21	0	s_2815_1120_30	0.9297932982444763	26	distilbert-base-uncased-emotion
21	0	s_2761_1090_0	0.9293267726898193	27	distilbert-base-uncased-emotion
21	0	s_1360_216_135	0.9291501045227051	28	distilbert-base-uncased-emotion
21	0	s_2654_101_0	0.9287909269332886	29	distilbert-base-uncased-emotion
21	0	s_1995_178_0	0.9285082817077637	30	distilbert-base-uncased-emotion
21	0	s_1527_117_11	0.9285005331039429	31	distilbert-base-uncased-emotion
21	0	s_2953_799_6	0.9283162355422974	32	distilbert-base-uncased-emotion
21	0	s_993_51_6	0.9280405044555664	33	distilbert-base-uncased-emotion
21	0	s_2816_2_14	0.928032636642456	34	distilbert-base-uncased-emotion
21	0	s_1294_1241_0	0.9275829792022705	35	distilbert-base-uncased-emotion
21	0	s_891_979_99	0.9271265268325806	36	distilbert-base-uncased-emotion
21	0	s_1404_1368_1	0.926190972328186	37	distilbert-base-uncased-emotion
21	0	s_2007_134_0	0.9257990121841431	38	distilbert-base-uncased-emotion
21	0	s_1523_1111_2	0.9247176051139832	39	distilbert-base-uncased-emotion
21	0	s_1159_1130_0	0.9245063066482544	40	distilbert-base-uncased-emotion
21	0	s_516_482_0	0.924101710319519	41	distilbert-base-uncased-emotion
21	0	s_993_228_0	0.9239243865013123	42	distilbert-base-uncased-emotion
21	0	s_965_308_0	0.9237821102142334	43	distilbert-base-uncased-emotion
21	0	s_1529_51_0	0.9235814809799194	44	distilbert-base-uncased-emotion
21	0	s_289_704_1	0.923232913017273	45	distilbert-base-uncased-emotion
21	0	s_1712_161_121	0.9230536818504333	46	distilbert-base-uncased-emotion
21	0	s_1914_1535_1	0.922980546951294	47	distilbert-base-uncased-emotion
21	0	s_2456_821_1	0.9226241111755371	48	distilbert-base-uncased-emotion
21	0	s_554_359_0	0.9223987460136414	49	distilbert-base-uncased-emotion
21	0	s_389_363_2	0.9221563339233398	50	distilbert-base-uncased-emotion
21	0	s_970_246_0	0.922058641910553	51	distilbert-base-uncased-emotion
21	0	s_514_103_0	0.9220256805419922	52	distilbert-base-uncased-emotion
21	0	s_1601_678_13	0.9218413829803467	53	distilbert-base-uncased-emotion
21	0	s_1404_950_0	0.9218351244926453	54	distilbert-base-uncased-emotion
21	0	s_997_1379_0	0.9218118190765381	55	distilbert-base-uncased-emotion
21	0	s_2007_1092_0	0.9216076135635376	56	distilbert-base-uncased-emotion
21	0	s_1151_257_0	0.921014130115509	57	distilbert-base-uncased-emotion
21	0	s_142_28_0	0.920610785484314	58	distilbert-base-uncased-emotion
21	0	s_1283_150_0	0.9202965497970581	59	distilbert-base-uncased-emotion
21	0	s_1459_1211_0	0.9202847480773926	60	distilbert-base-uncased-emotion
21	0	s_2593_550_1	0.9196528196334839	61	distilbert-base-uncased-emotion
21	0	s_134_357_3	0.9192180633544922	62	distilbert-base-uncased-emotion
21	0	s_1606_14_10	0.9190449714660645	63	distilbert-base-uncased-emotion
21	0	s_1514_620_402	0.9189876317977905	64	distilbert-base-uncased-emotion
21	0	s_788_636_2	0.9189134836196899	65	distilbert-base-uncased-emotion
21	0	s_1408_864_6	0.9187598824501038	66	distilbert-base-uncased-emotion
21	0	s_2881_177_0	0.9183657169342041	67	distilbert-base-uncased-emotion
21	0	s_713_1095_1	0.9183019399642944	68	distilbert-base-uncased-emotion
21	0	s_1443_194_0	0.9178351163864136	69	distilbert-base-uncased-emotion
21	0	s_2615_754_3	0.9176536202430725	70	distilbert-base-uncased-emotion
21	0	s_181_484_59	0.917515754699707	71	distilbert-base-uncased-emotion
21	0	s_889_125_29	0.9173951148986816	72	distilbert-base-uncased-emotion
21	0	s_782_573_9	0.916775107383728	73	distilbert-base-uncased-emotion
21	0	s_1743_853_4	0.9167500734329224	74	distilbert-base-uncased-emotion
21	0	s_1072_457_0	0.916246771812439	75	distilbert-base-uncased-emotion
21	0	s_1514_727_320	0.9160548448562622	76	distilbert-base-uncased-emotion
21	0	s_2888_988_0	0.91599440574646	77	distilbert-base-uncased-emotion
21	0	s_1265_30_1	0.915828287601471	78	distilbert-base-uncased-emotion
21	0	s_1107_68_0	0.9158082008361816	79	distilbert-base-uncased-emotion
21	0	s_63_19_1	0.9156972169876099	80	distilbert-base-uncased-emotion
21	0	s_1354_36_2	0.9152586460113525	81	distilbert-base-uncased-emotion
21	0	s_1542_548_0	0.9152157306671143	82	distilbert-base-uncased-emotion
21	0	s_1447_1078_0	0.914806604385376	83	distilbert-base-uncased-emotion
21	0	s_1404_1133_3	0.9147839546203613	84	distilbert-base-uncased-emotion
21	0	s_1322_797_1	0.9147757291793823	85	distilbert-base-uncased-emotion
21	0	s_2065_1077_26	0.9147555232048035	86	distilbert-base-uncased-emotion
21	0	s_982_442_0	0.9143921136856079	87	distilbert-base-uncased-emotion
21	0	s_2163_921_1	0.9141005873680115	88	distilbert-base-uncased-emotion
21	0	s_1578_945_1	0.9139958620071411	89	distilbert-base-uncased-emotion
21	0	s_61_4_0	0.9139649868011475	90	distilbert-base-uncased-emotion
21	0	s_2133_58_0	0.9139614105224609	91	distilbert-base-uncased-emotion
21	0	s_1404_449_1	0.9139249324798584	92	distilbert-base-uncased-emotion
21	0	s_356_105_26	0.9139055609703064	93	distilbert-base-uncased-emotion
21	0	s_737_229_17	0.9139053821563721	94	distilbert-base-uncased-emotion
21	0	s_2501_193_1	0.9138321876525879	95	distilbert-base-uncased-emotion
21	0	s_1837_256_9	0.9137581586837769	96	distilbert-base-uncased-emotion
21	0	s_1001_412_0	0.9136340022087097	97	distilbert-base-uncased-emotion
21	0	s_1819_448_0	0.9133217334747314	98	distilbert-base-uncased-emotion
21	0	s_838_470_0	0.912779688835144	99	distilbert-base-uncased-emotion
21	0	s_1754_454_2	0.9125861525535583	100	distilbert-base-uncased-emotion
21	0	s_555_1079_4	0.9125542044639587	101	distilbert-base-uncased-emotion
21	0	s_1900_1003_32	0.912398636341095	102	distilbert-base-uncased-emotion
21	0	s_2593_447_0	0.9123464822769165	103	distilbert-base-uncased-emotion
21	0	s_2476_837_0	0.9123144149780273	104	distilbert-base-uncased-emotion
21	0	s_1294_715_0	0.9122579097747803	105	distilbert-base-uncased-emotion
21	0	s_1404_549_4	0.9120669364929199	106	distilbert-base-uncased-emotion
21	0	s_313_792_274	0.9120165705680847	107	distilbert-base-uncased-emotion
21	0	s_508_3_0	0.9117568135261536	108	distilbert-base-uncased-emotion
21	0	s_258_109_0	0.911686360836029	109	distilbert-base-uncased-emotion
21	0	s_556_611_1	0.9112935066223145	110	distilbert-base-uncased-emotion
21	0	s_1703_288_0	0.91121906042099	111	distilbert-base-uncased-emotion
21	0	s_2667_1669_1	0.9111646413803101	112	distilbert-base-uncased-emotion
21	0	s_2449_143_4	0.9111341238021851	113	distilbert-base-uncased-emotion
21	0	s_951_190_1	0.9109922647476196	114	distilbert-base-uncased-emotion
21	0	s_1241_763_3	0.9109122157096863	115	distilbert-base-uncased-emotion
21	0	s_1625_613_4	0.9108041524887085	116	distilbert-base-uncased-emotion
21	0	s_2402_706_6	0.9106342792510986	117	distilbert-base-uncased-emotion
21	0	s_1625_934_3	0.9105715155601501	118	distilbert-base-uncased-emotion
21	0	s_2859_500_0	0.9105517268180847	119	distilbert-base-uncased-emotion
21	0	s_891_339_54	0.9104174971580505	120	distilbert-base-uncased-emotion
21	0	s_899_882_7	0.9103817939758301	121	distilbert-base-uncased-emotion
21	0	s_1599_53_1	0.9102435111999512	122	distilbert-base-uncased-emotion
21	0	s_2615_1655_0	0.9101086854934692	123	distilbert-base-uncased-emotion
21	0	s_1625_499_1	0.9101014137268066	124	distilbert-base-uncased-emotion
21	0	s_683_184_0	0.9100788235664368	125	distilbert-base-uncased-emotion
21	0	s_2510_850_0	0.9098843932151794	126	distilbert-base-uncased-emotion
21	0	s_1352_800_2	0.9098604917526245	127	distilbert-base-uncased-emotion
21	0	s_2993_36_7	0.9098162055015564	128	distilbert-base-uncased-emotion
21	0	s_2625_751_1	0.9097010493278503	129	distilbert-base-uncased-emotion
21	0	s_2372_279_1	0.9095948338508606	130	distilbert-base-uncased-emotion
21	0	s_2292_764_2	0.9094623327255249	131	distilbert-base-uncased-emotion
21	0	s_3016_274_0	0.9094364047050476	132	distilbert-base-uncased-emotion
21	0	s_1040_932_0	0.9093795418739319	133	distilbert-base-uncased-emotion
21	0	s_1199_131_0	0.9092073440551758	134	distilbert-base-uncased-emotion
21	0	s_1517_166_0	0.9091609716415405	135	distilbert-base-uncased-emotion
21	0	s_1843_170_12	0.9089654088020325	136	distilbert-base-uncased-emotion
21	0	s_2569_121_1	0.9089328050613403	137	distilbert-base-uncased-emotion
21	0	s_1265_167_0	0.9087982177734375	138	distilbert-base-uncased-emotion
21	0	s_2007_131_0	0.9087280631065369	139	distilbert-base-uncased-emotion
21	0	s_1265_23_2	0.9085381031036377	140	distilbert-base-uncased-emotion
21	0	s_1218_598_0	0.9085326194763184	141	distilbert-base-uncased-emotion
21	0	s_781_157_61	0.9084383249282837	142	distilbert-base-uncased-emotion
21	0	s_117_2_4	0.9084093570709229	143	distilbert-base-uncased-emotion
21	0	s_749_279_0	0.9084000587463379	144	distilbert-base-uncased-emotion
21	0	s_2890_168_112	0.9081940054893494	145	distilbert-base-uncased-emotion
21	0	s_1159_689_0	0.9081069231033325	146	distilbert-base-uncased-emotion
21	0	s_566_305_1	0.9080866575241089	147	distilbert-base-uncased-emotion
21	0	s_948_49_13	0.9080204963684082	148	distilbert-base-uncased-emotion
21	0	s_1352_492_28	0.9080049991607666	149	distilbert-base-uncased-emotion
21	0	s_1748_972_0	0.9078285694122314	150	distilbert-base-uncased-emotion
21	0	s_2460_1005_6	0.9075462818145752	151	distilbert-base-uncased-emotion
21	0	s_776_322_0	0.9075102806091309	152	distilbert-base-uncased-emotion
21	0	s_517_31_1	0.9074434041976929	153	distilbert-base-uncased-emotion
21	0	s_8_1071_2	0.907384991645813	154	distilbert-base-uncased-emotion
21	0	s_2748_273_0	0.9073833227157593	155	distilbert-base-uncased-emotion
21	0	s_464_121_3	0.9072602987289429	156	distilbert-base-uncased-emotion
21	0	s_2163_566_1	0.9072515368461609	157	distilbert-base-uncased-emotion
21	0	s_1404_794_0	0.9072437286376953	158	distilbert-base-uncased-emotion
21	0	s_65_871_0	0.9072082042694092	159	distilbert-base-uncased-emotion
21	0	s_930_408_1	0.9069879055023193	160	distilbert-base-uncased-emotion
21	0	s_2443_577_1	0.906975269317627	161	distilbert-base-uncased-emotion
21	0	s_2325_1005_2	0.9069501161575317	162	distilbert-base-uncased-emotion
21	0	s_2510_289_0	0.9067094326019287	163	distilbert-base-uncased-emotion
21	0	s_1881_14_5	0.9066716432571411	164	distilbert-base-uncased-emotion
21	0	s_1715_78_51	0.9066553115844727	165	distilbert-base-uncased-emotion
21	0	s_2379_592_1	0.9066529273986816	166	distilbert-base-uncased-emotion
21	0	s_1625_655_9	0.9065827131271362	167	distilbert-base-uncased-emotion
21	0	s_1294_1102_20	0.9065203666687012	168	distilbert-base-uncased-emotion
21	0	s_2396_1247_0	0.9065172672271729	169	distilbert-base-uncased-emotion
21	0	s_326_368_1	0.906485378742218	170	distilbert-base-uncased-emotion
21	0	s_2815_1557_91	0.9064551591873169	171	distilbert-base-uncased-emotion
21	0	s_1071_42_2	0.9064358472824097	172	distilbert-base-uncased-emotion
21	0	s_1116_1087_11	0.906241238117218	173	distilbert-base-uncased-emotion
21	0	s_1796_824_0	0.9062283635139465	174	distilbert-base-uncased-emotion
21	0	s_780_146_0	0.9062027931213379	175	distilbert-base-uncased-emotion
21	0	s_1287_315_6	0.906108021736145	176	distilbert-base-uncased-emotion
21	0	s_2504_796_0	0.9060133695602417	177	distilbert-base-uncased-emotion
21	0	s_1701_1075_0	0.905902624130249	178	distilbert-base-uncased-emotion
21	0	s_2004_19_6	0.9058742523193359	179	distilbert-base-uncased-emotion
