query	q0	docid	score	rank	model
4	0	s_1492_419_1	0.9844534397125244	1	distilbert-base-uncased-emotion
4	0	s_1329_2_4	0.9815086722373962	2	distilbert-base-uncased-emotion
4	0	s_2587_568_0	0.9791342616081238	3	distilbert-base-uncased-emotion
4	0	s_993_781_1	0.9761857986450195	4	distilbert-base-uncased-emotion
4	0	s_17_843_10	0.9745382070541382	5	distilbert-base-uncased-emotion
4	0	s_8_1120_3	0.9745086431503296	6	distilbert-base-uncased-emotion
4	0	s_8_1124_3	0.97450852394104	7	distilbert-base-uncased-emotion
4	0	s_201_51_0	0.9712719321250916	8	distilbert-base-uncased-emotion
4	0	s_889_146_1	0.9707850813865662	9	distilbert-base-uncased-emotion
4	0	s_80_108_2	0.9698703289031982	10	distilbert-base-uncased-emotion
4	0	s_2130_1257_0	0.9695345759391785	11	distilbert-base-uncased-emotion
4	0	s_1580_37_2	0.9693957567214966	12	distilbert-base-uncased-emotion
4	0	s_1601_794_0	0.9691778421401978	13	distilbert-base-uncased-emotion
4	0	s_508_46_4	0.9688501358032227	14	distilbert-base-uncased-emotion
4	0	s_1580_85_8	0.9687532186508179	15	distilbert-base-uncased-emotion
4	0	s_1175_1265_4	0.9684054851531982	16	distilbert-base-uncased-emotion
4	0	s_2428_280_3	0.9683430194854736	17	distilbert-base-uncased-emotion
4	0	s_1155_65_4	0.96833735704422	18	distilbert-base-uncased-emotion
4	0	s_1900_293_0	0.9683001041412354	19	distilbert-base-uncased-emotion
4	0	s_132_167_0	0.9681370258331299	20	distilbert-base-uncased-emotion
4	0	s_2815_1464_64	0.9680472612380981	21	distilbert-base-uncased-emotion
4	0	s_2958_172_1	0.9679357409477234	22	distilbert-base-uncased-emotion
4	0	s_508_7_5	0.9677715301513672	23	distilbert-base-uncased-emotion
4	0	s_993_565_5	0.9676284193992615	24	distilbert-base-uncased-emotion
4	0	s_1551_0_41	0.9676278829574585	25	distilbert-base-uncased-emotion
4	0	s_2560_109_0	0.9673978686332703	26	distilbert-base-uncased-emotion
4	0	s_156_110_0	0.9673323631286621	27	distilbert-base-uncased-emotion
