query	q0	docid	score	rank	model
7	0	s_258_126_10	0.9931889772415161	1	distilbert-base-uncased-emotion
7	0	s_3085_1105_1	0.9899642467498779	2	distilbert-base-uncased-emotion
7	0	s_2330_916_0	0.988460123538971	3	distilbert-base-uncased-emotion
7	0	s_2211_159_9	0.9882100820541382	4	distilbert-base-uncased-emotion
7	0	s_299_1687_0	0.9881434440612793	5	distilbert-base-uncased-emotion
7	0	s_1601_192_1	0.9878108501434326	6	distilbert-base-uncased-emotion
7	0	s_2606_309_5	0.9877535104751587	7	distilbert-base-uncased-emotion
7	0	s_1515_402_3	0.9871487021446228	8	distilbert-base-uncased-emotion
7	0	s_12_895_1	0.9864501953125	9	distilbert-base-uncased-emotion
7	0	s_3066_545_1	0.9863095283508301	10	distilbert-base-uncased-emotion
7	0	s_2963_0_3	0.9862543344497681	11	distilbert-base-uncased-emotion
7	0	s_2959_19_12	0.9860794544219971	12	distilbert-base-uncased-emotion
7	0	s_447_972_0	0.9855355024337769	13	distilbert-base-uncased-emotion
7	0	s_2130_712_2	0.9853770732879639	14	distilbert-base-uncased-emotion
7	0	s_2843_1172_3	0.9852286577224731	15	distilbert-base-uncased-emotion
7	0	s_404_42_0	0.9843191504478455	16	distilbert-base-uncased-emotion
7	0	s_3026_95_6	0.984108567237854	17	distilbert-base-uncased-emotion
7	0	s_234_239_1	0.9838261604309082	18	distilbert-base-uncased-emotion
7	0	s_2593_536_0	0.9833420515060425	19	distilbert-base-uncased-emotion
7	0	s_1194_31_4	0.9833419919013977	20	distilbert-base-uncased-emotion
7	0	s_597_988_0	0.9831117391586304	21	distilbert-base-uncased-emotion
7	0	s_1859_23_1	0.9829682111740112	22	distilbert-base-uncased-emotion
7	0	s_2338_1047_7	0.9829682111740112	23	distilbert-base-uncased-emotion
7	0	s_3074_1687_0	0.9828289151191711	24	distilbert-base-uncased-emotion
7	0	s_436_131_8	0.9824751615524292	25	distilbert-base-uncased-emotion
7	0	s_1998_344_3	0.9824693202972412	26	distilbert-base-uncased-emotion
7	0	s_2312_38_120	0.9824110865592957	27	distilbert-base-uncased-emotion
7	0	s_2415_614_5	0.9824065566062927	28	distilbert-base-uncased-emotion
7	0	s_1899_295_2	0.982406497001648	29	distilbert-base-uncased-emotion
7	0	s_697_348_8	0.982406497001648	30	distilbert-base-uncased-emotion
7	0	s_2176_1074_0	0.9823427200317383	31	distilbert-base-uncased-emotion
7	0	s_1641_147_1	0.9822182655334473	32	distilbert-base-uncased-emotion
7	0	s_2692_57_0	0.9815693497657776	33	distilbert-base-uncased-emotion
7	0	s_2326_622_1	0.981025755405426	34	distilbert-base-uncased-emotion
7	0	s_460_677_1	0.9809975624084473	35	distilbert-base-uncased-emotion
7	0	s_2248_568_4	0.9808989763259888	36	distilbert-base-uncased-emotion
7	0	s_2169_7_5	0.9801011085510254	37	distilbert-base-uncased-emotion
7	0	s_3074_1688_0	0.9797681570053101	38	distilbert-base-uncased-emotion
7	0	s_2618_149_15	0.9796774983406067	39	distilbert-base-uncased-emotion
7	0	s_2117_1059_2	0.9795498847961426	40	distilbert-base-uncased-emotion
7	0	s_2103_636_0	0.9795339703559875	41	distilbert-base-uncased-emotion
7	0	s_2154_21_0	0.9794976711273193	42	distilbert-base-uncased-emotion
7	0	s_835_42_22	0.9790781736373901	43	distilbert-base-uncased-emotion
7	0	s_2840_667_1	0.9790781736373901	44	distilbert-base-uncased-emotion
7	0	s_2971_589_1	0.9786940813064575	45	distilbert-base-uncased-emotion
7	0	s_1030_1204_1	0.9785394668579102	46	distilbert-base-uncased-emotion
7	0	s_597_312_0	0.9782941341400146	47	distilbert-base-uncased-emotion
7	0	s_2286_734_0	0.9782891273498535	48	distilbert-base-uncased-emotion
7	0	s_2143_89_0	0.9774180054664612	49	distilbert-base-uncased-emotion
7	0	s_3003_9_1	0.9772442579269409	50	distilbert-base-uncased-emotion
7	0	s_1225_551_0	0.9772365093231201	51	distilbert-base-uncased-emotion
7	0	s_1283_207_0	0.976318359375	52	distilbert-base-uncased-emotion
7	0	s_420_877_1	0.9762561917304993	53	distilbert-base-uncased-emotion
7	0	s_2398_458_1	0.9762499332427979	54	distilbert-base-uncased-emotion
7	0	s_2331_46_20	0.9754465818405151	55	distilbert-base-uncased-emotion
7	0	s_370_327_0	0.9751189351081848	56	distilbert-base-uncased-emotion
7	0	s_1163_245_3	0.9750891923904419	57	distilbert-base-uncased-emotion
7	0	s_2890_208_68	0.9750779271125793	58	distilbert-base-uncased-emotion
7	0	s_577_1303_1	0.974916934967041	59	distilbert-base-uncased-emotion
7	0	s_1859_526_6	0.9747836589813232	60	distilbert-base-uncased-emotion
7	0	s_235_366_6	0.9746975302696228	61	distilbert-base-uncased-emotion
7	0	s_91_825_2	0.9745258092880249	62	distilbert-base-uncased-emotion
7	0	s_1535_51_2	0.9743928909301758	63	distilbert-base-uncased-emotion
7	0	s_3085_1009_1	0.9742980599403381	64	distilbert-base-uncased-emotion
7	0	s_1767_661_0	0.9742980599403381	65	distilbert-base-uncased-emotion
